CVI,small_airport,AR
CNT,small_airport,AR
VGS,small_airport,AR
LMD,small_airport,AR
VCF,small_airport,AR
NCJ,small_airport,AR
CPG,small_airport,AR
PRQ,small_airport,AR
OLN,small_airport,AR
ARP,small_airport,PG
TAV,small_airport,AS
ASZ,small_airport,PG
ATN,small_airport,PG
ATP,small_airport,PG
LYT,small_airport,AU
AGW,small_airport,AU
AYD,small_airport,AU
BYX,small_airport,AU
COB,small_airport,AU
CRJ,small_airport,AU
CRY,small_airport,AU
CSD,small_airport,AU
DYM,small_airport,AU
HIS,seaplane_base,AU
HLV,small_airport,AU
KBD,small_airport,AU
KGR,small_airport,AU
MWY,small_airport,AU
MYO,small_airport,AU
OKB,small_airport,AU
PEP,small_airport,AU
RDA,small_airport,AU
SSK,small_airport,AU
SWB,small_airport,AU
TPR,small_airport,AU
TWP,small_airport,AU
ZVG,small_airport,AU
AUI,small_airport,PG
AUJ,small_airport,PG
AUP,small_airport,PG
AUV,small_airport,PG
AWE,small_airport,GA
AXF,medium_airport,CN
KPM,small_airport,PG
BUA,medium_airport,PG
BRP,small_airport,PG
CMU,medium_airport,PG
MDM,small_airport,PG
KPF,small_airport,PG
DNU,small_airport,PG
DOI,small_airport,PG
DAU,medium_airport,PG
EMS,small_airport,PG
XYR,small_airport,PG
EPT,small_airport,PG
EGA,small_airport,PG
EMO,small_airport,PG
ERU,small_airport,PG
MFZ,small_airport,PG
FRQ,small_airport,PG
FAQ,small_airport,PG
FUM,small_airport,PG
GKA,medium_airport,PG
GUG,small_airport,PG
GRL,small_airport,PG
GUR,medium_airport,PG
GAP,small_airport,PG
PNP,medium_airport,PG
GBC,small_airport,PG
HBD,small_airport,PG
HNI,small_airport,PG
HNN,small_airport,PG
HKN,medium_airport,PG
HIT,small_airport,PG
IMN,small_airport,PG
KGM,small_airport,PG
IMD,small_airport,PG
IAL,small_airport,PG
WIU,small_airport,PG
KGH,small_airport,PG
LSA,small_airport,PG
KPA,small_airport,PG
UNG,small_airport,PG
KNE,small_airport,PG
KRI,small_airport,PG
KMA,medium_airport,PG
KRX,small_airport,PG
KIE,small_airport,PG
KUQ,small_airport,PG
KVG,medium_airport,PG
LNV,small_airport,PG
LAB,small_airport,PG
LWI,small_airport,PG
LPN,small_airport,PG
LNG,small_airport,PG
LSJ,small_airport,PG
AYM,seaplane_base,AE
MRM,small_airport,PG
OBM,small_airport,PG
MAG,medium_airport,PG
HGU,medium_airport,PG
GUV,small_airport,PG
MDU,medium_airport,PG
MAS,medium_airport,PG
MXH,small_airport,PG
MIS,small_airport,PG
MWG,small_airport,PG
NKN,small_airport,PG
GBF,small_airport,PG
MFO,small_airport,PG
KSB,small_airport,PG
NMN,small_airport,PG
NBA,small_airport,PG
LAE,medium_airport,PG
KGB,small_airport,PG
OKP,small_airport,PG
HOC,small_airport,PG
KCJ,small_airport,PG
KDE,small_airport,PG
OPB,small_airport,PG
PGB,small_airport,PG
PGN,small_airport,PG
MPF,small_airport,PG
PMN,small_airport,PG
POM,large_airport,PG
SPH,small_airport,PG
SXA,small_airport,PG
RMN,small_airport,PG
KMR,small_airport,PG
MWI,small_airport,PG
MRH,small_airport,PG
SBE,small_airport,PG
NIS,small_airport,PG
SIL,small_airport,PG
SBV,small_airport,PG
SIM,small_airport,PG
SBC,small_airport,PG
SPV,small_airport,PG
SXW,small_airport,PG
MBV,small_airport,PG
TIZ,small_airport,PG
TBG,small_airport,PG
TPI,small_airport,PG
RAB,medium_airport,PG
TKW,small_airport,PG
TEP,small_airport,PG
TSW,small_airport,PG
TRJ,small_airport,PG
TWY,small_airport,PG
TKB,small_airport,PG
AYU,small_airport,PG
UMC,small_airport,PG
URU,small_airport,PG
UPR,small_airport,PG
UVO,small_airport,PG
TLW,small_airport,PG
TCJ,small_airport,PG
VAI,medium_airport,PG
TON,small_airport,PG
WAO,small_airport,PG
WBM,medium_airport,PG
WAJ,small_airport,PG
WWK,medium_airport,PG
WOA,small_airport,PG
WKN,small_airport,PG
WSU,small_airport,PG
WTP,small_airport,PG
WUG,small_airport,PG
YVD,small_airport,PG
SMJ,small_airport,PG
WEP,small_airport,PG
AYY,seaplane_base,LK
KYX,small_airport,PG
KSX,small_airport,PG
WUM,small_airport,PG
ZXT,medium_airport,AZ
HAE,heliport,US
AZB,small_airport,PG
BAJ,small_airport,PG
BKG,small_airport,US
BCP,small_airport,PG
BCW,medium_airport,MZ
BCZ,small_airport,AU
ILL,small_airport,US
BDZ,small_airport,PG
HKV,small_airport,BG
JAM,medium_airport,BG
JEG,medium_airport,GL
AOQ,heliport,GL
AGM,heliport,GL
LLU,heliport,GL
QGQ,heliport,GL
UAK,medium_airport,GL
JCH,heliport,GL
CNP,small_airport,GL
QFG,heliport,GL
GOH,medium_airport,GL
JGO,heliport,GL
QFI,heliport,GL
QRY,heliport,GL
XIQ,heliport,GL
IUI,heliport,GL
IOQ,heliport,GL
QJI,heliport,GL
JJU,heliport,GL
JAV,small_airport,GL
QPW,heliport,GL
KUS,small_airport,GL
KUZ,heliport,GL
KHQ,heliport,GL
KGQ,heliport,GL
QJE,heliport,GL
JSU,small_airport,GL
JNN,heliport,GL
JNS,heliport,GL
NIQ,heliport,GL
NSQ,heliport,GL
BGP,small_airport,GA
JFR,small_airport,GL
QQT,heliport,GL
NAQ,small_airport,GL
OBY,heliport,GL
SFJ,medium_airport,GL
SRK,heliport,GL
QOQ,heliport,GL
JHS,small_airport,GL
SVR,heliport,GL
TQA,heliport,GL
THU,medium_airport,GL
TQI,heliport,GL
JUV,small_airport,GL
UMD,heliport,GL
JQA,small_airport,GL
JUK,heliport,GL
BHL,small_airport,MX
BHT,small_airport,AU
AEY,medium_airport,IS
BIU,small_airport,IS
BGJ,small_airport,IS
BJD,small_airport,IS
BLO,small_airport,IS
BQD,small_airport,IS
BXV,small_airport,IS
DJU,small_airport,IS
EGS,medium_airport,IS
FAS,small_airport,IS
FAG,small_airport,IS
GUU,small_airport,IS
GJR,small_airport,IS
GRY,small_airport,IS
HVK,small_airport,IS
HFN,medium_airport,IS
FLI,small_airport,IS
HZK,medium_airport,IS
HVM,small_airport,IS
HLO,small_airport,IS
IFJ,medium_airport,IS
KEF,large_airport,IS
OPA,small_airport,IS
SAK,small_airport,IS
NOR,small_airport,IS
OFJ,small_airport,IS
PFJ,small_airport,IS
RHA,small_airport,IS
OLI,small_airport,IS
RFN,small_airport,IS
RKV,medium_airport,IS
MVA,small_airport,IS
SIJ,medium_airport,IS
SYK,small_airport,IS
TEY,small_airport,IS
THO,small_airport,IS
VEY,medium_airport,IS
VPN,small_airport,IS
BJE,small_airport,SD
BJQ,small_airport,OM
BJT,seaplane_base,LK
PRN,large_airport,XK
BMH,small_airport,PG
BMQ,small_airport,KE
BMZ,small_airport,PG
BNF,seaplane_base,US
BNM,small_airport,PG
BNT,small_airport,PG
RBQ,small_airport,BO
BVL,small_airport,BO
BOF,heliport,US
BOK,small_airport,US
BOT,small_airport,PG
BOV,small_airport,PG
BPF,small_airport,SB
BQV,seaplane_base,US
ALT,small_airport,BR
NSB,seaplane_base,BS
BSP,small_airport,PG
BSV,small_airport,MG
BUL,small_airport,PG
BVR,small_airport,CV
HUK,small_airport,BW
BWJ,small_airport,PG
BWP,small_airport,PG
BXL,seaplane_base,FJ
BXZ,small_airport,PG
BYA,small_airport,US
BYL,small_airport,LR
BYV,seaplane_base,LK
BCV,small_airport,BZ
BGK,medium_airport,BZ
CUK,medium_airport,BZ
CYC,medium_airport,BZ
CZH,medium_airport,BZ
DGA,medium_airport,BZ
INB,small_airport,BZ
MDB,small_airport,BZ
ORZ,small_airport,BZ
PLJ,medium_airport,BZ
PND,medium_airport,BZ
SJX,medium_airport,BZ
SPR,medium_airport,BZ
SQS,small_airport,BZ
STU,small_airport,BZ
SVK,small_airport,BZ
TZA,medium_airport,BZ
BZB,medium_airport,MZ
BZM,small_airport,MG
YRR,small_airport,CA
YMV,small_airport,CA
YBW,seaplane_base,CA
YTP,seaplane_base,CA
ZNA,seaplane_base,CA
YZZ,small_airport,CA
YMB,small_airport,CA
YHH,seaplane_base,CA
YWS,seaplane_base,CA
YBF,seaplane_base,CA
YIG,seaplane_base,CA
CJH,small_airport,CA
YPT,seaplane_base,CA
ZOF,seaplane_base,CA
YCA,small_airport,CA
CFQ,small_airport,CA
YAA,small_airport,CA
DGF,small_airport,CA
JHL,small_airport,CA
ZTS,seaplane_base,CA
DUQ,small_airport,CA
YHS,small_airport,CA
YKK,seaplane_base,CA
WPL,seaplane_base,CA
XQU,small_airport,CA
YMP,small_airport,CA
YRN,seaplane_base,CA
YTG,seaplane_base,CA
YMU,seaplane_base,CA
YSX,seaplane_base,CA
YGG,seaplane_base,CA
YTB,seaplane_base,CA
YZA,small_airport,CA
ZEL,small_airport,CA
CBC,small_airport,AU
YPB,small_airport,CA
YBO,small_airport,CA
TNS,small_airport,CA
TUX,small_airport,CA
YWM,small_airport,CA
YSO,small_airport,CA
YBI,small_airport,CA
YFX,small_airport,CA
YHA,small_airport,CA
YRG,small_airport,CA
DVK,small_airport,CA
JOJ,small_airport,CA
ZFW,small_airport,CA
YJP,small_airport,CA
YLE,small_airport,CA
YGC,small_airport,CA
YDC,small_airport,CA
NML,small_airport,CA
CFM,small_airport,CA
ZSP,small_airport,CA
GSL,small_airport,CA
XMP,small_airport,CA
DAS,small_airport,CA
YFI,small_airport,CA
YFJ,small_airport,CA
YOE,small_airport,CA
TIL,small_airport,CA
OKG,small_airport,CG
CGA,seaplane_base,US
CGC,small_airport,PG
CGG,small_airport,PH
GHK,small_airport,CA
CHP,small_airport,US
CIV,seaplane_base,US
LRQ,small_airport,CA
YDJ,small_airport,CA
YDU,small_airport,CA
YFL,seaplane_base,CA
XCL,small_airport,CA
YKE,small_airport,CA
SUR,small_airport,CA
CKD,small_airport,US
YTT,small_airport,CA
YAX,small_airport,CA
WNN,small_airport,CA
YBS,small_airport,CA
YNO,small_airport,CA
CKR,small_airport,US
CKU,small_airport,US
YDW,small_airport,CA
CKX,small_airport,US
CMT,small_airport,BR
CMZ,small_airport,MZ
TVS,small_airport,CN
INC,medium_airport,CN
YNT,medium_airport,CN
YUA,medium_airport,CN
ZQZ,medium_airport,CN
BSD,medium_airport,CN
DZU,small_airport,CN
LNJ,medium_airport,CN
RKZ,medium_airport,CN
PZI,medium_airport,CN
ZKL,small_airport,CN
FUO,medium_airport,CN
BZX,small_airport,CN
XAI,medium_airport,CN
HUZ,medium_airport,CN
HSC,medium_airport,CN
JGS,medium_airport,CN
AEB,medium_airport,CN
DOY,medium_airport,CN
XEN,medium_airport,CN
AAT,medium_airport,CN
THQ,medium_airport,CN
YZY,medium_airport,CN
DDG,medium_airport,CN
NTG,small_airport,CN
XBE,small_airport,CA
YNP,small_airport,CA
YWR,seaplane_base,CA
YPD,small_airport,CA
XBR,small_airport,CA
KIF,small_airport,CA
YOG,small_airport,CA
PRM,heliport,CO
ARQ,small_airport,CO
LCR,small_airport,CO
SNT,small_airport,CO
TCD,small_airport,CO
YEB,small_airport,CA
CPI,small_airport,PG
YSI,seaplane_base,CA
YHP,small_airport,CA
KEW,small_airport,CA
YSA,small_airport,CA
YLS,small_airport,CA
YNX,small_airport,CA
SSQ,small_airport,CA
YKU,small_airport,CA
EHT,heliport,US
ZTB,small_airport,CA
ZKG,small_airport,CA
YWQ,seaplane_base,CA
YAU,small_airport,CA
TR7,seaplane_base,CA
ZGS,small_airport,CA
YFG,small_airport,CA
ZLT,small_airport,CA
PST,small_airport,CU
CUJ,small_airport,PH
HLI,small_airport,US
CVL,small_airport,PG
CXC,small_airport,US
GEC,medium_airport,CY
YAB,small_airport,CA
YAC,medium_airport,CA
YAR,small_airport,CA
YAG,medium_airport,CA
YAH,medium_airport,CA
YAL,medium_airport,CA
YAM,medium_airport,CA
XKS,medium_airport,CA
YKG,medium_airport,CA
YAT,medium_airport,CA
YAY,medium_airport,CA
YAZ,medium_airport,CA
YBA,small_airport,CA
YBB,medium_airport,CA
YBC,medium_airport,CA
QBC,medium_airport,CA
YBE,medium_airport,CA
YBY,medium_airport,CA
YBG,medium_airport,CA
YBK,medium_airport,CA
YBL,medium_airport,CA
XTL,medium_airport,CA
YBR,medium_airport,CA
YBT,medium_airport,CA
YBV,medium_airport,CA
YBX,medium_airport,CA
YRF,medium_airport,CA
YCB,medium_airport,CA
YCC,medium_airport,CA
YCD,medium_airport,CA
YCE,medium_airport,CA
YCG,medium_airport,CA
YCH,medium_airport,CA
XCM,small_airport,CA
YCL,medium_airport,CA
YCN,medium_airport,CA
YCO,medium_airport,CA
YCQ,medium_airport,CA
YCR,medium_airport,CA
YCS,medium_airport,CA
YCT,small_airport,CA
YCW,small_airport,CA
YCY,medium_airport,CA
YCZ,small_airport,CA
YDA,medium_airport,CA
YDB,medium_airport,CA
YDF,medium_airport,CA
YDL,small_airport,CA
XRR,medium_airport,CA
YDN,medium_airport,CA
YDO,medium_airport,CA
YDP,medium_airport,CA
YDQ,medium_airport,CA
YEG,large_airport,CA
YEK,medium_airport,CA
YEL,medium_airport,CA
YEM,medium_airport,CA
YEN,medium_airport,CA
YER,medium_airport,CA
YET,medium_airport,CA
YEU,small_airport,CA
YEV,medium_airport,CA
YEY,medium_airport,CA
YFA,medium_airport,CA
YFB,medium_airport,CA
YFC,medium_airport,CA
YFE,medium_airport,CA
YFH,medium_airport,CA
YTM,medium_airport,CA
YFO,medium_airport,CA
YFR,medium_airport,CA
YFS,medium_airport,CA
YMN,medium_airport,CA
YGB,medium_airport,CA
YGH,medium_airport,CA
YGK,medium_airport,CA
YGL,medium_airport,CA
YGM,medium_airport,CA
YGO,medium_airport,CA
YGP,medium_airport,CA
YGQ,medium_airport,CA
YGR,medium_airport,CA
YGT,medium_airport,CA
YGV,medium_airport,CA
YGW,medium_airport,CA
YGX,medium_airport,CA
YGZ,medium_airport,CA
YQC,medium_airport,CA
YHB,small_airport,CA
CXH,seaplane_base,CA
YHD,medium_airport,CA
YHE,medium_airport,CA
YHF,medium_airport,CA
YNS,medium_airport,CA
YHI,medium_airport,CA
YHK,medium_airport,CA
YHM,medium_airport,CA
YHN,medium_airport,CA
YHO,medium_airport,CA
YHR,medium_airport,CA
YHT,medium_airport,CA
YHU,medium_airport,CA
YHY,medium_airport,CA
YHZ,large_airport,CA
YIB,medium_airport,CA
YDG,medium_airport,CA
YIF,medium_airport,CA
YIK,medium_airport,CA
YIO,medium_airport,CA
YIV,medium_airport,CA
YJA,small_airport,CA
YJF,medium_airport,CA
YJN,medium_airport,CA
YJT,medium_airport,CA
YKA,medium_airport,CA
YKC,small_airport,CA
LAK,medium_airport,CA
YKF,medium_airport,CA
YWB,medium_airport,CA
YKJ,medium_airport,CA
YKL,medium_airport,CA
YKD,small_airport,CA
AKV,medium_airport,CA
YKQ,medium_airport,CA
YKX,medium_airport,CA
YKY,medium_airport,CA
YKZ,medium_airport,CA
YPJ,medium_airport,CA
YLB,small_airport,CA
YLC,medium_airport,CA
YLD,medium_airport,CA
YLH,medium_airport,CA
YLJ,medium_airport,CA
YSG,medium_airport,CA
YLL,medium_airport,CA
YLQ,small_airport,CA
YLR,medium_airport,CA
YLK,small_airport,CA
YLT,medium_airport,CA
XGR,medium_airport,CA
YLW,medium_airport,CA
CYM,seaplane_base,US
YMA,medium_airport,CA
YME,medium_airport,CA
YMG,medium_airport,CA
YMH,medium_airport,CA
YMJ,medium_airport,CA
YML,medium_airport,CA
YMM,medium_airport,CA
YMO,medium_airport,CA
YMT,medium_airport,CA
YUD,medium_airport,CA
YMW,small_airport,CA
YMX,medium_airport,CA
YNA,medium_airport,CA
YNC,medium_airport,CA
YND,medium_airport,CA
YNE,medium_airport,CA
YNH,small_airport,CA
YLY,small_airport,CA
YNL,medium_airport,CA
YNM,medium_airport,CA
HZP,small_airport,CA
YOA,medium_airport,CA
YOC,medium_airport,CA
YOD,medium_airport,CA
YOH,medium_airport,CA
YOJ,medium_airport,CA
YOO,medium_airport,CA
YOP,medium_airport,CA
YOS,medium_airport,CA
YOW,large_airport,CA
YOY,heliport,CA
YPA,medium_airport,CA
YPC,medium_airport,CA
YPS,medium_airport,CA
YPE,medium_airport,CA
YPG,medium_airport,CA
YPH,medium_airport,CA
YPL,medium_airport,CA
YPM,medium_airport,CA
YPN,medium_airport,CA
YPO,medium_airport,CA
YPQ,medium_airport,CA
YPR,medium_airport,CA
YPW,medium_airport,CA
YPX,medium_airport,CA
YPY,medium_airport,CA
YPZ,small_airport,CA
YQA,medium_airport,CA
YQB,medium_airport,CA
YQD,medium_airport,CA
YQF,medium_airport,CA
YQG,medium_airport,CA
YQH,medium_airport,CA
YQI,medium_airport,CA
YQK,medium_airport,CA
YQL,medium_airport,CA
YQM,medium_airport,CA
YQN,medium_airport,CA
YQQ,medium_airport,CA
YQR,medium_airport,CA
YQS,medium_airport,CA
YQT,medium_airport,CA
YQU,medium_airport,CA
YQV,medium_airport,CA
YQW,medium_airport,CA
YQX,medium_airport,CA
YQY,medium_airport,CA
YQZ,medium_airport,CA
YRA,medium_airport,CA
YRB,medium_airport,CA
YRI,medium_airport,CA
YRJ,medium_airport,CA
YRL,medium_airport,CA
YRM,small_airport,CA
YRO,medium_airport,CA
YRQ,medium_airport,CA
YRS,medium_airport,CA
YRT,medium_airport,CA
YRV,medium_airport,CA
YSB,medium_airport,CA
YSC,medium_airport,CA
YSD,heliport,CA
YSE,small_airport,CA
YSF,medium_airport,CA
YSH,medium_airport,CA
YSJ,medium_airport,CA
YSK,medium_airport,CA
YSL,medium_airport,CA
YSM,medium_airport,CA
YCM,medium_airport,CA
YSP,medium_airport,CA
YST,medium_airport,CA
YSU,medium_airport,CA
YSY,medium_airport,CA
YTA,medium_airport,CA
YTE,medium_airport,CA
YTF,medium_airport,CA
YTH,medium_airport,CA
YTL,medium_airport,CA
YTQ,medium_airport,CA
YTR,medium_airport,CA
YTS,medium_airport,CA
YTZ,medium_airport,CA
YUB,medium_airport,CA
YUL,large_airport,CA
YUT,medium_airport,CA
YUX,medium_airport,CA
YUY,medium_airport,CA
YVB,medium_airport,CA
YVC,medium_airport,CA
YVG,small_airport,CA
YVE,medium_airport,CA
YCK,small_airport,CA
YVM,medium_airport,CA
YVO,medium_airport,CA
YVP,medium_airport,CA
YVQ,medium_airport,CA
YVR,large_airport,CA
YVT,small_airport,CA
YVV,medium_airport,CA
YVZ,medium_airport,CA
YWA,medium_airport,CA
YWG,large_airport,CA
YWH,seaplane_base,CA
YWJ,medium_airport,CA
YWK,medium_airport,CA
YWL,medium_airport,CA
YWP,medium_airport,CA
YWY,medium_airport,CA
YXC,medium_airport,CA
YXE,medium_airport,CA
YXH,medium_airport,CA
YXJ,medium_airport,CA
YXK,medium_airport,CA
YXL,medium_airport,CA
YXN,medium_airport,CA
YXP,medium_airport,CA
YXQ,medium_airport,CA
YXR,medium_airport,CA
YXS,medium_airport,CA
YXT,medium_airport,CA
YXU,medium_airport,CA
YXX,medium_airport,CA
YXY,medium_airport,CA
YXZ,medium_airport,CA
YYB,medium_airport,CA
YYC,large_airport,CA
YYD,medium_airport,CA
YYE,medium_airport,CA
YYF,medium_airport,CA
YYG,medium_airport,CA
YYH,medium_airport,CA
YYJ,large_airport,CA
YYL,medium_airport,CA
YYM,small_airport,CA
YYN,medium_airport,CA
YYQ,medium_airport,CA
YYR,medium_airport,CA
YYT,large_airport,CA
YYU,medium_airport,CA
YYW,medium_airport,CA
YYY,medium_airport,CA
YYZ,large_airport,CA
YZE,medium_airport,CA
YZF,medium_airport,CA
YZG,medium_airport,CA
YZH,medium_airport,CA
YZP,medium_airport,CA
YZR,medium_airport,CA
YZS,medium_airport,CA
YZT,medium_airport,CA
YZU,medium_airport,CA
YZV,medium_airport,CA
YZW,medium_airport,CA
YZX,medium_airport,CA
ZAC,medium_airport,CA
YSN,medium_airport,CA
YDT,medium_airport,CA
ILF,medium_airport,CA
ZBF,medium_airport,CA
ZBM,medium_airport,CA
KES,medium_airport,CA
ZEM,medium_airport,CA
ZFA,medium_airport,CA
ZFD,medium_airport,CA
XPK,medium_airport,CA
ZFM,medium_airport,CA
ZFN,medium_airport,CA
ZGF,medium_airport,CA
ZGI,medium_airport,CA
ZGR,medium_airport,CA
ZHP,small_airport,CA
CZJ,small_airport,PA
ZJG,medium_airport,CA
ZJN,medium_airport,CA
CZK,small_airport,US
ZKE,medium_airport,CA
YTD,medium_airport,CA
MSA,medium_airport,CA
ZMH,small_airport,CA
PIW,medium_airport,CA
ZMT,medium_airport,CA
CZN,small_airport,US
XPP,medium_airport,CA
CZO,small_airport,US
ZPB,medium_airport,CA
WPC,medium_airport,CA
ZPO,small_airport,CA
ZRJ,medium_airport,CA
ZSJ,medium_airport,CA
XSI,medium_airport,CA
ZST,medium_airport,CA
ZSW,seaplane_base,CA
YDV,small_airport,CA
ZTM,medium_airport,CA
ZUC,medium_airport,CA
ZUM,small_airport,CA
XLB,medium_airport,CA
ZWL,medium_airport,CA
IUA,small_airport,US
DJN,small_airport,US
MQV,small_airport,DZ
QLD,medium_airport,DZ
BUJ,medium_airport,DZ
BJA,medium_airport,DZ
ALG,large_airport,DZ
DJG,medium_airport,DZ
VVZ,medium_airport,DZ
QSF,medium_airport,DZ
TMR,medium_airport,DZ
GJL,medium_airport,DZ
MZW,medium_airport,DZ
AAE,medium_airport,DZ
CZL,medium_airport,DZ
QMH,small_airport,DZ
TEE,medium_airport,DZ
BLJ,medium_airport,DZ
DAF,small_airport,PG
HRM,medium_airport,DZ
QDJ,small_airport,DZ
DAO,small_airport,PG
TID,medium_airport,DZ
TIN,medium_airport,DZ
CFK,medium_airport,DZ
TAF,medium_airport,DZ
TLM,medium_airport,DZ
ORN,medium_airport,DZ
CBH,medium_airport,DZ
BFW,small_airport,DZ
MUW,medium_airport,DZ
EBH,small_airport,DZ
INF,small_airport,DZ
BMW,small_airport,DZ
AZR,medium_airport,DZ
BSK,medium_airport,DZ
ELG,medium_airport,DZ
GHA,medium_airport,DZ
HME,medium_airport,DZ
INZ,medium_airport,DZ
TGR,medium_airport,DZ
LOO,medium_airport,DZ
ELU,medium_airport,DZ
TMX,medium_airport,DZ
OGX,medium_airport,DZ
IAM,medium_airport,DZ
COO,medium_airport,BJ
DJA,small_airport,BJ
KDC,small_airport,BJ
NAE,small_airport,BJ
PKO,small_airport,BJ
SVF,small_airport,BJ
DBC,medium_airport,CN
DBK,seaplane_base,LK
DBP,small_airport,PG
DBU,seaplane_base,LK
DCG,seaplane_base,AE
DCK,small_airport,US
DDM,small_airport,PG
DER,small_airport,PG
DEX,small_airport,ID
XKY,small_airport,BF
OUG,small_airport,BF
XDJ,small_airport,BF
XLU,small_airport,BF
PUP,small_airport,BF
XBO,small_airport,BF
XBG,small_airport,BF
DIP,small_airport,BF
DOR,small_airport,BF
FNG,small_airport,BF
XGG,small_airport,BF
XKA,small_airport,BF
TMQ,small_airport,BF
XPA,small_airport,BF
ARL,small_airport,BF
XSE,small_airport,BF
TEG,small_airport,BF
XZA,small_airport,BF
OUA,large_airport,BF
BNR,small_airport,BF
DGU,small_airport,BF
XGA,small_airport,BF
XNU,small_airport,BF
BOY,medium_airport,BF
TUQ,small_airport,BF
XDE,small_airport,BF
XAR,small_airport,BF
ACC,large_airport,GH
TML,medium_airport,GH
DGM,seaplane_base,LK
KMS,medium_airport,GH
NYI,medium_airport,GH
TKD,medium_airport,GH
DHB,seaplane_base,US
DHG,small_airport,RU
ABO,small_airport,CI
ABJ,medium_airport,CI
OGO,small_airport,CI
BXI,small_airport,CI
BYK,medium_airport,CI
BQO,small_airport,CI
BDK,small_airport,CI
DIM,small_airport,CI
DJO,medium_airport,CI
FEK,small_airport,CI
GGN,small_airport,CI
GGO,small_airport,CI
BBV,small_airport,CI
HGO,medium_airport,CI
MJC,medium_airport,CI
KEO,small_airport,CI
OFI,small_airport,CI
SEO,small_airport,CI
SPY,medium_airport,CI
ZSS,small_airport,CI
TXU,small_airport,CI
TOZ,small_airport,CI
DIW,seaplane_base,LK
ASK,medium_airport,CI
DLR,small_airport,RU
DKA,small_airport,NG
ABV,large_airport,NG
